"FOLIO","VIV_SEL","HOGAR","N_REN","P2_3","SEXO","EDAD","NIV","GRA","TLOC","REGION","EST_DIS","UPM_DIS","FAC_HOG"
"04493","05","1","02","2","2","67","","","4","1","060","0000772",1059
"04494","06","1","02","2","2","21","","","4","1","060","0000772",1059
"04494","06","1","03","3","2","01","","","4","1","060","0000772",1059
"04494","06","1","01","1","1","23","03","3","4","1","060","0000772",1059
"04495","08","1","05","4","1","03","","","4","1","060","0000772",1059
"04495","08","1","04","4","2","04","","","4","1","060","0000772",1059
"04495","08","1","03","3","2","21","","","4","1","060","0000772",1059
"04495","08","1","01","1","2","52","02","6","4","1","060","0000772",1059
"04495","08","1","02","2","1","53","","","4","1","060","0000772",1059
"04496","09","1","01","1","2","83","02","6","4","1","060","0000772",1059
"04497","10","1","02","2","2","23","","","4","1","060","0000772",1059
"04497","10","1","03","3","2","07","","","4","1","060","0000772",1059
"04497","10","1","04","3","1","00","","","4","1","060","0000772",1059
"04497","10","1","01","1","1","24","03","3","4","1","060","0000772",1059
"04498","12","1","02","2","1","39","","","4","1","060","0000772",1059
"04498","12","1","03","3","1","08","","","4","1","060","0000772",1059
"04498","12","1","04","3","1","05","","","4","1","060","0000772",1059
"04498","12","1","05","3","2","02","","","4","1","060","0000772",1059
"04498","12","1","01","1","2","31","06","3","4","1","060","0000772",1059
"04499","13","1","01","1","1","58","02","6","4","1","060","0000772",1059
"04499","13","1","02","5","1","49","","","4","1","060","0000772",1059
"04500","14","1","02","2","2","58","","","4","1","060","0000772",1059
"04500","14","1","03","3","2","20","","","4","1","060","0000772",1059
"04500","14","1","01","1","1","57","03","2","4","1","060","0000772",1059
"04501","15","1","04","4","2","18","","","4","1","060","0000772",1059
"04501","15","1","05","4","1","15","","","4","1","060","0000772",1059
"04501","15","1","06","4","1","12","","","4","1","060","0000772",1059
"04501","15","1","07","4","1","11","","","4","1","060","0000772",1059
"04501","15","1","03","3","2","35","","","4","1","060","0000772",1059
"04501","15","1","02","2","1","67","","","4","1","060","0000772",1059
"04501","15","1","01","1","2","56","02","3","4","1","060","0000772",1059
"04501","15","1","08","4","2","10","","","4","1","060","0000772",1059
"04502","16","1","01","1","2","34","03","3","4","1","060","0000772",1059
"04502","16","1","02","2","1","37","","","4","1","060","0000772",1059
"04502","16","1","03","3","2","12","","","4","1","060","0000772",1059
"04502","16","1","04","3","2","08","","","4","1","060","0000772",1059
"04502","16","1","05","3","1","06","","","4","1","060","0000772",1059
"04502","16","1","06","5","1","65","","","4","1","060","0000772",1059
"04503","17","1","01","1","1","41","03","3","4","1","060","0000772",1059
"04503","17","1","02","3","2","17","","","4","1","060","0000772",1059
"04503","17","1","03","5","1","35","","","4","1","060","0000772",1059
"04503","17","1","04","3","1","13","","","4","1","060","0000772",1059
"04504","18","1","02","2","2","25","","","4","1","060","0000772",1059
"04504","18","1","01","1","1","27","06","3","4","1","060","0000772",1059
"04504","18","1","03","3","2","00","","","4","1","060","0000772",1059
"04504","18","1","04","3","1","08","","","4","1","060","0000772",1059
"04505","20","1","03","3","1","11","","","4","1","060","0000772",1059
"04505","20","1","02","2","2","42","","","4","1","060","0000772",1059
"04505","20","1","01","1","1","47","00","0","4","1","060","0000772",1059
"04505","20","1","04","3","2","09","","","4","1","060","0000772",1059
"04505","20","2","01","1","1","19","02","6","4","1","060","0000772",1059
"04505","20","2","02","2","2","20","","","4","1","060","0000772",1059
"04505","20","2","03","3","1","02","","","4","1","060","0000772",1059
"04506","01","1","03","3","2","13","","","4","1","059","0000773",1139
"04506","01","1","02","2","2","27","","","4","1","059","0000773",1139
"04506","01","1","01","1","1","33","02","6","4","1","059","0000773",1139
"04506","01","1","04","3","2","08","","","4","1","059","0000773",1139
"04506","01","1","05","3","1","01","","","4","1","059","0000773",1139
"04507","02","1","01","1","1","27","06","3","4","1","059","0000773",1139
"04507","02","1","02","2","2","30","","","4","1","059","0000773",1139
"04507","02","1","03","3","1","13","","","4","1","059","0000773",1139
"04507","02","1","04","3","1","10","","","4","1","059","0000773",1139
"04507","02","1","05","3","2","06","","","4","1","059","0000773",1139
"04507","02","1","06","3","2","03","","","4","1","059","0000773",1139
"04508","03","1","01","1","1","68","00","0","4","1","059","0000773",1139
"04508","03","1","02","3","1","23","","","4","1","059","0000773",1139
"04508","03","1","03","3","2","27","","","4","1","059","0000773",1139
"04508","03","1","04","4","2","02","","","4","1","059","0000773",1139
"04509","04","1","01","1","1","32","02","6","4","1","059","0000773",1139
"04509","04","1","02","2","2","20","","","4","1","059","0000773",1139
"04509","04","1","03","3","2","06","","","4","1","059","0000773",1139
"04509","04","1","04","3","1","01","","","4","1","059","0000773",1139
"04510","05","1","01","1","1","99","00","0","4","1","059","0000773",1139
"04510","05","1","02","2","2","57","","","4","1","059","0000773",1139
"04510","05","1","03","4","2","17","","","4","1","059","0000773",1139
"04510","05","1","04","4","1","09","","","4","1","059","0000773",1139
"04511","06","1","01","1","1","52","03","3","4","1","059","0000773",1139
"04511","06","1","02","2","2","47","","","4","1","059","0000773",1139
"04511","06","1","03","3","2","27","","","4","1","059","0000773",1139
"04511","06","1","04","3","2","15","","","4","1","059","0000773",1139
"04511","06","1","05","4","1","05","","","4","1","059","0000773",1139
"04512","07","1","02","2","2","47","","","4","1","059","0000773",1139
"04512","07","1","01","1","1","54","09","2","4","1","059","0000773",1139
"04512","07","1","03","3","1","17","","","4","1","059","0000773",1139
"04512","07","1","04","3","2","27","","","4","1","059","0000773",1139
"04512","07","1","05","4","2","06","","","4","1","059","0000773",1139
"04512","07","1","06","4","1","03","","","4","1","059","0000773",1139
"04513","08","1","02","2","2","50","","","4","1","059","0000773",1139
"04513","08","1","01","1","1","62","08","4","4","1","059","0000773",1139
"04514","09","1","04","3","1","01","","","4","1","059","0000773",1139
"04514","09","1","01","1","2","22","06","3","4","1","059","0000773",1139
"04514","09","1","02","2","1","27","","","4","1","059","0000773",1139
"04514","09","1","03","3","2","02","","","4","1","059","0000773",1139
"04515","10","1","04","3","2","10","","","4","1","059","0000773",1139
"04515","10","1","02","2","2","40","","","4","1","059","0000773",1139
"04515","10","1","03","3","1","12","","","4","1","059","0000773",1139
"04515","10","1","01","1","1","53","08","4","4","1","059","0000773",1139
"04516","11","1","01","1","1","66","02","6","4","1","059","0000773",1139
"04517","12","1","01","1","1","24","03","3","4","1","059","0000773",1139
"04517","12","1","02","2","2","15","","","4","1","059","0000773",1139
"04518","13","1","02","2","2","30","","","4","1","059","0000773",1139
"04518","13","1","03","3","2","10","","","4","1","059","0000773",1139
"04518","13","1","04","3","1","08","","","4","1","059","0000773",1139
"04518","13","1","05","3","1","00","","","4","1","059","0000773",1139
"04518","13","1","01","1","1","31","03","3","4","1","059","0000773",1139
"04519","14","1","01","1","1","99","06","3","4","1","059","0000773",1139
"04519","14","1","02","2","2","29","","","4","1","059","0000773",1139
"04519","14","1","03","3","2","09","","","4","1","059","0000773",1139
"04519","14","1","04","3","2","05","","","4","1","059","0000773",1139
"04520","15","1","02","3","1","25","","","4","1","059","0000773",1139
"04520","15","1","01","1","2","62","02","1","4","1","059","0000773",1139
"04520","15","1","03","3","1","19","","","4","1","059","0000773",1139
"04521","16","1","01","1","2","38","02","6","4","1","059","0000773",1139
"04521","16","1","02","3","1","17","","","4","1","059","0000773",1139
"04522","17","1","01","1","1","38","03","3","4","1","059","0000773",1139
"04522","17","1","02","2","2","29","","","4","1","059","0000773",1139
"04522","17","1","03","3","1","08","","","4","1","059","0000773",1139
"04522","17","1","04","3","1","02","","","4","1","059","0000773",1139
"04523","18","1","01","1","1","44","08","4","4","1","059","0000773",1139
"04523","18","1","06","3","2","01","","","4","1","059","0000773",1139
"04523","18","1","05","3","1","08","","","4","1","059","0000773",1139
"04523","18","1","04","3","2","11","","","4","1","059","0000773",1139
"04523","18","1","03","3","2","16","","","4","1","059","0000773",1139
"04523","18","1","02","2","2","33","","","4","1","059","0000773",1139
"04524","19","1","03","3","1","12","","","4","1","059","0000773",1139
"04524","19","1","02","2","2","33","","","4","1","059","0000773",1139
"04524","19","1","01","1","1","38","03","3","4","1","059","0000773",1139
"04524","19","1","04","3","1","11","","","4","1","059","0000773",1139
"04524","19","1","05","3","2","09","","","4","1","059","0000773",1139
"04525","20","1","02","5","2","79","","","4","1","059","0000773",1139
"04525","20","1","01","1","1","57","02","4","4","1","059","0000773",1139
"04525","20","1","03","6","1","70","","","4","1","059","0000773",1139
"04525","20","1","06","4","2","01","","","4","1","059","0000773",1139
"04525","20","1","05","5","2","26","","","4","1","059","0000773",1139
"04525","20","1","04","3","1","26","","","4","1","059","0000773",1139
"04526","01","1","02","2","2","48","","","4","1","059","0000774",862
"04526","01","1","05","3","2","16","","","4","1","059","0000774",862
"04526","01","1","04","3","1","17","","","4","1","059","0000774",862
"04526","01","1","03","3","2","21","","","4","1","059","0000774",862
"04526","01","1","01","1","1","45","02","4","4","1","059","0000774",862
"04527","02","1","03","3","2","23","","","4","1","059","0000774",862
"04527","02","1","02","2","2","49","","","4","1","059","0000774",862
"04527","02","1","01","1","1","50","02","3","4","1","059","0000774",862
"04528","03","1","04","3","1","06","","","4","1","059","0000774",862
"04528","03","1","05","5","1","19","","","4","1","059","0000774",862
"04528","03","1","03","3","1","03","","","4","1","059","0000774",862
"04528","03","1","06","5","1","15","","","4","1","059","0000774",862
"04528","03","1","01","1","1","26","03","1","4","1","059","0000774",862
"04528","03","1","02","2","2","25","","","4","1","059","0000774",862
"04529","04","1","02","2","2","50","","","4","1","059","0000774",862
"04529","04","1","03","5","1","29","","","4","1","059","0000774",862
"04529","04","1","04","3","2","26","","","4","1","059","0000774",862
"04529","04","1","01","1","1","52","02","5","4","1","059","0000774",862
"04529","04","1","05","3","1","20","","","4","1","059","0000774",862
"04529","04","1","06","4","2","04","","","4","1","059","0000774",862
"04530","05","1","02","2","2","52","","","4","1","059","0000774",862
"04530","05","1","01","1","1","55","02","1","4","1","059","0000774",862
"04531","06","1","01","1","1","36","02","6","4","1","059","0000774",862
"04531","06","1","02","2","2","38","","","4","1","059","0000774",862
"04532","07","1","03","3","1","27","","","4","1","059","0000774",862
"04532","07","1","02","2","2","47","","","4","1","059","0000774",862
"04532","07","1","01","1","1","51","02","1","4","1","059","0000774",862
"04532","07","1","04","3","1","25","","","4","1","059","0000774",862
"04532","07","1","10","4","2","08","","","4","1","059","0000774",862
"04532","07","1","05","3","2","19","","","4","1","059","0000774",862
"04532","07","1","06","3","2","23","","","4","1","059","0000774",862
"04532","07","1","07","5","1","34","","","4","1","059","0000774",862
"04532","07","1","08","4","1","02","","","4","1","059","0000774",862
"04532","07","1","09","3","1","02","","","4","1","059","0000774",862
"04533","08","1","01","1","1","25","02","6","4","1","059","0000774",862
"04533","08","1","02","2","2","20","","","4","1","059","0000774",862
"04534","09","1","01","1","2","52","02","6","4","1","059","0000774",862
"04534","09","1","02","3","2","10","","","4","1","059","0000774",862
"04535","10","1","01","1","2","41","02","6","4","1","059","0000774",862
"04535","10","1","02","3","2","05","","","4","1","059","0000774",862
"04536","11","1","01","1","1","25","03","3","4","1","059","0000774",862
"04536","11","1","02","2","2","19","","","4","1","059","0000774",862
"04536","11","1","03","5","1","10","","","4","1","059","0000774",862
"04536","11","1","04","3","2","01","","","4","1","059","0000774",862
"04537","12","1","01","1","1","51","02","2","4","1","059","0000774",862
"04537","12","1","02","2","2","46","","","4","1","059","0000774",862
"04537","12","1","06","4","2","00","","","4","1","059","0000774",862
"04537","12","1","05","3","2","15","","","4","1","059","0000774",862
"04537","12","1","04","5","2","25","","","4","1","059","0000774",862
"04537","12","1","03","3","1","26","","","4","1","059","0000774",862
"04538","13","1","02","3","1","52","","","4","1","059","0000774",862
"04538","13","1","01","1","2","72","02","2","4","1","059","0000774",862
"04539","14","1","01","1","1","63","00","0","4","1","059","0000774",862
"04539","14","1","02","2","2","44","","","4","1","059","0000774",862
"04540","15","1","03","3","1","16","","","4","1","059","0000774",862
"04540","15","1","02","2","2","38","","","4","1","059","0000774",862
"04540","15","1","01","1","1","40","02","2","4","1","059","0000774",862
"04540","15","1","05","3","2","03","","","4","1","059","0000774",862
"04540","15","1","04","3","2","10","","","4","1","059","0000774",862
"04541","16","1","02","3","1","35","","","4","1","059","0000774",862
"04541","16","1","01","1","1","65","02","2","4","1","059","0000774",862
"04541","16","1","04","4","2","13","","","4","1","059","0000774",862
"04541","16","1","03","5","2","30","","","4","1","059","0000774",862
"04541","16","1","06","4","1","07","","","4","1","059","0000774",862
"04541","16","1","05","4","2","11","","","4","1","059","0000774",862
"04541","16","1","07","4","1","05","","","4","1","059","0000774",862
"04541","16","1","08","4","2","04","","","4","1","059","0000774",862
"04541","16","1","09","4","2","00","","","4","1","059","0000774",862
"04541","16","1","11","3","2","27","","","4","1","059","0000774",862
"04541","16","1","15","5","1","34","","","4","1","059","0000774",862
"04541","16","1","13","4","1","06","","","4","1","059","0000774",862
"04541","16","1","12","4","2","11","","","4","1","059","0000774",862
"04542","17","1","01","1","1","34","02","3","4","1","059","0000774",862
"04542","17","1","02","2","2","26","","","4","1","059","0000774",862
"04542","17","1","03","3","1","09","","","4","1","059","0000774",862
"04542","17","1","04","3","2","02","","","4","1","059","0000774",862
"04543","18","1","01","1","2","60","02","4","4","1","059","0000774",862
"04544","19","1","05","3","2","15","","","4","1","059","0000774",862
"04544","19","1","04","4","2","14","","","4","1","059","0000774",862
"04544","19","1","03","5","1","53","","","4","1","059","0000774",862
"04544","19","1","01","1","1","63","00","0","4","1","059","0000774",862
"04544","19","1","02","2","2","58","","","4","1","059","0000774",862
"04545","20","1","01","1","1","58","02","1","4","1","059","0000774",862
"04545","20","1","02","2","2","54","","","4","1","059","0000774",862
"04545","20","1","03","4","2","14","","","4","1","059","0000774",862
"04546","01","1","02","2","2","69","","","1","3","069","0000775",3510
"04546","01","1","01","1","1","71","02","6","1","3","069","0000775",3510
"04547","02","1","01","1","1","56","03","3","1","3","069","0000775",3510
"04548","03","1","01","1","2","63","02","2","1","3","069","0000775",3510
"04549","04","1","05","3","2","13","","","1","3","069","0000775",3510
"04549","04","1","04","3","1","17","","","1","3","069","0000775",3510
"04549","04","1","01","1","1","32","06","3","1","3","069","0000775",3510
"04549","04","1","02","2","2","39","","","1","3","069","0000775",3510
"04549","04","1","03","5","2","73","","","1","3","069","0000775",3510
"04550","01","1","03","3","1","11","","","1","3","069","0000776",5684
"04550","01","1","02","2","2","33","","","1","3","069","0000776",5684
"04550","01","1","01","1","1","34","08","4","1","3","069","0000776",5684
"04551","02","1","01","1","1","36","02","6","1","3","069","0000776",5684
"04551","02","1","02","2","2","35","","","1","3","069","0000776",5684
"04551","02","1","03","3","1","16","","","1","3","069","0000776",5684
"04551","02","1","04","3","1","15","","","1","3","069","0000776",5684
"04551","02","1","05","3","1","05","","","1","3","069","0000776",5684
"04552","03","1","03","3","2","19","","","1","3","069","0000776",5684
"04552","03","1","02","5","2","30","","","1","3","069","0000776",5684
"04552","03","1","01","1","2","41","03","3","1","3","069","0000776",5684
"04552","03","1","04","3","2","16","","","1","3","069","0000776",5684
"04553","04","1","01","1","2","36","03","3","1","3","069","0000776",5684
"04553","04","1","05","3","2","12","","","1","3","069","0000776",5684
"04553","04","1","04","3","2","14","","","1","3","069","0000776",5684
"04553","04","1","03","3","2","18","","","1","3","069","0000776",5684
"04553","04","1","02","2","1","41","","","1","3","069","0000776",5684
"04554","05","1","06","3","2","12","","","1","3","069","0000776",5684
"04554","05","1","05","3","2","14","","","1","3","069","0000776",5684
"04554","05","1","04","3","2","15","","","1","3","069","0000776",5684
"04554","05","1","03","3","2","24","","","1","3","069","0000776",5684
"04554","05","1","02","2","2","51","","","1","3","069","0000776",5684
"04554","05","1","07","4","2","02","","","1","3","069","0000776",5684
"04554","05","1","01","1","1","48","02","6","1","3","069","0000776",5684
"04555","01","1","01","1","1","52","06","3","1","3","070","0000777",5042
"04555","01","1","05","3","1","16","","","1","3","070","0000777",5042
"04555","01","1","04","3","2","17","","","1","3","070","0000777",5042
"04555","01","1","03","3","2","21","","","1","3","070","0000777",5042
"04555","01","1","02","2","2","50","","","1","3","070","0000777",5042
"04556","02","1","01","1","1","63","02","6","1","3","070","0000777",5042
"04556","02","1","02","2","2","60","","","1","3","070","0000777",5042
"04556","02","1","03","3","2","33","","","1","3","070","0000777",5042
"04556","02","1","04","3","2","23","","","1","3","070","0000777",5042
"04556","02","1","05","4","2","12","","","1","3","070","0000777",5042
"04556","02","1","06","4","1","11","","","1","3","070","0000777",5042
"04556","02","1","07","4","2","03","","","1","3","070","0000777",5042
"04557","03","1","01","1","2","37","08","5","1","3","070","0000777",5042
"04558","04","1","02","3","2","52","","","1","3","070","0000777",5042
"04558","04","1","08","5","2","04","","","1","3","070","0000777",5042
"04558","04","1","09","5","2","00","","","1","3","070","0000777",5042
"04558","04","1","07","4","2","16","","","1","3","070","0000777",5042
"04558","04","1","01","1","2","72","02","1","1","3","070","0000777",5042
"04558","04","1","03","3","2","33","","","1","3","070","0000777",5042
"04558","04","1","04","3","2","31","","","1","3","070","0000777",5042
"04558","04","1","05","5","2","40","","","1","3","070","0000777",5042
"04558","04","1","06","4","1","17","","","1","3","070","0000777",5042
"04559","05","1","01","1","2","68","02","6","1","3","070","0000777",5042
"04559","05","1","03","3","1","30","","","1","3","070","0000777",5042
"04559","05","1","02","2","1","73","","","1","3","070","0000777",5042
"04559","05","1","04","4","1","17","","","1","3","070","0000777",5042
"04560","01","1","01","1","1","34","08","4","1","3","071","0000778",5546
"04560","01","1","03","3","1","06","","","1","3","071","0000778",5546
"04560","01","1","02","2","2","34","","","1","3","071","0000778",5546
"04561","02","1","04","3","1","19","","","1","3","071","0000778",5546
"04561","02","1","03","3","1","23","","","1","3","071","0000778",5546
"04561","02","1","02","2","2","46","","","1","3","071","0000778",5546
"04561","02","1","05","3","1","11","","","1","3","071","0000778",5546
"04561","02","1","01","1","1","46","03","3","1","3","071","0000778",5546
"04562","03","1","01","1","1","35","08","4","1","3","071","0000778",5546
"04562","03","1","02","3","1","02","","","1","3","071","0000778",5546
"04562","03","1","03","2","2","28","","","1","3","071","0000778",5546
"04563","04","1","01","1","1","39","08","4","1","3","071","0000778",5546
"04563","04","1","02","5","1","26","","","1","3","071","0000778",5546
"04564","01","1","01","1","1","43","08","5","1","3","070","0000779",3504
"04564","01","1","02","2","2","39","","","1","3","070","0000779",3504
"04564","01","1","03","3","1","10","","","1","3","070","0000779",3504
"04565","02","1","01","1","1","42","06","3","1","3","070","0000779",3504
"04565","02","1","02","2","2","42","","","1","3","070","0000779",3504
"04566","04","1","01","1","1","56","08","4","1","3","070","0000779",3504
"04566","04","1","02","2","2","50","","","1","3","070","0000779",3504
"04567","01","1","01","1","2","54","02","6","1","3","069","0000780",4860
"04567","01","1","02","3","1","31","","","1","3","069","0000780",4860
"04567","01","2","01","1","1","37","06","3","1","3","069","0000780",4860
"04567","01","2","02","2","2","27","","","1","3","069","0000780",4860
"04567","01","2","03","3","2","01","","","1","3","069","0000780",4860
"04568","02","1","01","1","1","58","06","3","1","3","069","0000780",4860
"04569","03","1","01","1","2","80","00","0","1","3","069","0000780",4860
"04570","04","1","04","3","2","32","","","1","3","069","0000780",4860
"04570","04","1","03","5","1","35","","","1","3","069","0000780",4860
"04570","04","1","10","4","2","02","","","1","3","069","0000780",4860
"04570","04","1","09","4","1","13","","","1","3","069","0000780",4860
"04570","04","1","08","4","1","05","","","1","3","069","0000780",4860
"04570","04","1","07","4","1","07","","","1","3","069","0000780",4860
"04570","04","1","06","5","2","22","","","1","3","069","0000780",4860
"04570","04","1","05","3","1","25","","","1","3","069","0000780",4860
"04570","04","1","01","1","1","63","02","6","1","3","069","0000780",4860
"04570","04","1","02","2","2","62","","","1","3","069","0000780",4860
"04571","05","1","01","1","2","63","02","6","1","3","069","0000780",4860
"04572","01","1","04","4","2","11","","","1","3","070","0000781",4086
"04572","01","1","03","3","2","29","","","1","3","070","0000781",4086
"04572","01","1","02","2","2","66","","","1","3","070","0000781",4086
"04572","01","1","01","1","1","65","08","5","1","3","070","0000781",4086
"04573","02","1","01","1","2","39","09","2","1","3","070","0000781",4086
"04574","03","1","01","1","2","51","06","3","1","3","070","0000781",4086
"04574","03","1","02","3","1","22","","","1","3","070","0000781",4086
"04575","04","1","04","4","2","26","","","1","3","070","0000781",4086
"04575","04","1","05","4","2","19","","","1","3","070","0000781",4086
"04575","04","1","03","3","2","48","","","1","3","070","0000781",4086
"04575","04","1","01","1","2","73","01","1","1","3","070","0000781",4086
"04575","04","1","02","2","1","69","","","1","3","070","0000781",4086
"04576","05","1","15","5","2","03","","","1","3","070","0000781",4086
"04576","05","1","14","5","1","09","","","1","3","070","0000781",4086
"04576","05","1","12","5","1","08","","","1","3","070","0000781",4086
"04576","05","1","13","5","1","12","","","1","3","070","0000781",4086
"04576","05","1","11","5","2","12","","","1","3","070","0000781",4086
"04576","05","1","10","5","1","13","","","1","3","070","0000781",4086
"04576","05","1","09","5","2","15","","","1","3","070","0000781",4086
"04576","05","1","08","6","1","29","","","1","3","070","0000781",4086
"04576","05","1","07","6","2","89","","","1","3","070","0000781",4086
"04576","05","1","06","4","2","28","","","1","3","070","0000781",4086
"04576","05","1","05","4","1","30","","","1","3","070","0000781",4086
"04576","05","1","04","4","2","34","","","1","3","070","0000781",4086
"04576","05","1","03","3","2","55","","","1","3","070","0000781",4086
"04576","05","1","01","1","2","77","00","0","1","3","070","0000781",4086
"04576","05","1","02","2","1","68","","","1","3","070","0000781",4086
"04577","01","1","03","3","2","02","","","1","3","069","0000782",3647
"04577","01","1","02","3","2","06","","","1","3","069","0000782",3647
"04577","01","1","01","1","2","24","06","3","1","3","069","0000782",3647
"04578","02","1","04","3","1","12","","","1","3","069","0000782",3647
"04578","02","1","01","1","1","54","03","3","1","3","069","0000782",3647
"04578","02","1","02","2","2","51","","","1","3","069","0000782",3647
"04578","02","1","03","3","2","17","","","1","3","069","0000782",3647
"04579","03","1","01","1","1","70","03","3","1","3","069","0000782",3647
"04579","03","1","02","3","2","41","","","1","3","069","0000782",3647
"04579","03","1","03","3","2","36","","","1","3","069","0000782",3647
"04579","03","1","04","4","2","24","","","1","3","069","0000782",3647
"04580","04","1","01","1","1","52","03","3","1","3","069","0000782",3647
"04580","04","1","02","2","2","49","","","1","3","069","0000782",3647
"04581","05","1","03","5","2","40","","","1","3","069","0000782",3647
"04581","05","1","04","5","2","43","","","1","3","069","0000782",3647
"04581","05","1","05","5","1","48","","","1","3","069","0000782",3647
"04581","05","1","06","3","1","07","","","1","3","069","0000782",3647
"04581","05","1","07","3","2","11","","","1","3","069","0000782",3647
"04581","05","1","02","2","2","39","","","1","3","069","0000782",3647
"04581","05","1","01","1","1","41","02","3","1","3","069","0000782",3647
"04581","05","1","08","5","1","24","","","1","3","069","0000782",3647
"04581","05","1","10","5","2","25","","","1","3","069","0000782",3647
"04581","05","1","09","5","2","01","","","1","3","069","0000782",3647
"04582","01","1","01","1","1","31","08","4","1","3","071","0000783",5273
"04582","01","1","02","2","2","27","","","1","3","071","0000783",5273
"04582","01","1","03","3","1","00","","","1","3","071","0000783",5273
"04583","02","1","01","1","1","50","09","2","1","3","071","0000783",5273
"04583","02","1","03","3","1","13","","","1","3","071","0000783",5273
"04583","02","1","02","2","2","50","","","1","3","071","0000783",5273
"04583","02","1","04","3","2","20","","","1","3","071","0000783",5273
"04584","03","1","01","1","1","60","06","3","1","3","071","0000783",5273
"04584","03","1","02","2","2","58","","","1","3","071","0000783",5273
"04584","03","1","04","3","1","23","","","1","3","071","0000783",5273
"04584","03","1","03","3","1","28","","","1","3","071","0000783",5273
"04585","04","1","04","3","2","09","","","1","3","071","0000783",5273
"04585","04","1","03","3","1","10","","","1","3","071","0000783",5273
"04585","04","1","02","2","2","42","","","1","3","071","0000783",5273
"04585","04","1","01","1","1","45","06","3","1","3","071","0000783",5273
"04586","01","1","04","3","1","12","","","1","3","069","0000784",4760
"04586","01","1","03","3","2","16","","","1","3","069","0000784",4760
"04586","01","1","02","2","2","36","","","1","3","069","0000784",4760
"04586","01","1","05","3","2","09","","","1","3","069","0000784",4760
"04586","01","1","01","1","1","34","03","3","1","3","069","0000784",4760
"04587","02","1","01","1","1","44","06","3","1","3","069","0000784",4760
"04587","02","1","07","3","1","05","","","1","3","069","0000784",4760
"04587","02","1","06","3","2","08","","","1","3","069","0000784",4760
"04587","02","1","02","2","2","40","","","1","3","069","0000784",4760
"04587","02","1","03","3","1","20","","","1","3","069","0000784",4760
"04587","02","1","04","3","2","18","","","1","3","069","0000784",4760
"04587","02","1","05","3","1","13","","","1","3","069","0000784",4760
"04588","03","1","01","1","1","63","03","3","1","3","069","0000784",4760
"04589","04","1","01","1","1","60","00","0","1","3","069","0000784",4760
"04589","04","1","02","2","2","50","","","1","3","069","0000784",4760
"04590","01","1","02","2","2","66","","","1","3","070","0000785",4613
"04590","01","1","01","1","1","72","03","2","1","3","070","0000785",4613
"04590","01","1","03","3","1","39","","","1","3","070","0000785",4613
"04590","01","1","04","3","1","33","","","1","3","070","0000785",4613
"04590","01","1","05","3","2","37","","","1","3","070","0000785",4613
"04590","01","1","06","4","2","10","","","1","3","070","0000785",4613
"04591","03","1","02","5","1","21","","","1","3","070","0000785",4613
"04591","03","1","01","1","1","23","06","3","1","3","070","0000785",4613
"04591","03","1","03","2","2","22","","","1","3","070","0000785",4613
"04591","03","1","05","3","1","01","","","1","3","070","0000785",4613
"04591","03","1","04","3","1","02","","","1","3","070","0000785",4613
"04592","04","1","01","1","2","73","02","6","1","3","070","0000785",4613
"04592","04","1","02","3","1","46","","","1","3","070","0000785",4613
"04592","04","1","03","4","2","19","","","1","3","070","0000785",4613
"04593","05","1","02","2","2","60","","","1","3","070","0000785",4613
"04593","05","1","01","1","1","61","02","6","1","3","070","0000785",4613
"04593","05","1","03","3","2","20","","","1","3","070","0000785",4613
"04594","01","1","01","1","1","46","03","2","1","3","069","0000786",4205
"04594","01","1","02","2","2","39","","","1","3","069","0000786",4205
"04594","01","1","03","3","1","17","","","1","3","069","0000786",4205
"04595","02","1","02","3","2","50","","","1","3","069","0000786",4205
"04595","02","1","01","1","2","67","02","6","1","3","069","0000786",4205
"04595","02","1","03","4","2","15","","","1","3","069","0000786",4205
"04596","03","1","01","1","1","73","02","2","1","3","069","0000786",4205
"04596","03","1","02","2","2","70","","","1","3","069","0000786",4205
"04596","03","1","03","3","2","25","","","1","3","069","0000786",4205
"04597","04","1","02","2","2","36","","","1","3","069","0000786",4205
"04597","04","1","01","1","1","42","02","6","1","3","069","0000786",4205
"04597","04","1","03","3","2","15","","","1","3","069","0000786",4205
"04597","04","1","04","3","1","07","","","1","3","069","0000786",4205
"04598","05","1","01","1","1","58","03","3","1","3","069","0000786",4205
"04598","05","1","02","3","1","27","","","1","3","069","0000786",4205
"04598","05","1","03","3","1","24","","","1","3","069","0000786",4205
"04599","01","1","01","1","1","39","06","3","1","3","069","0000787",5160
"04599","01","1","02","2","2","32","","","1","3","069","0000787",5160
"04599","01","1","03","3","1","08","","","1","3","069","0000787",5160
"04599","01","1","04","3","2","03","","","1","3","069","0000787",5160
"04600","02","1","02","2","2","68","","","1","3","069","0000787",5160
"04600","02","1","01","1","1","68","00","0","1","3","069","0000787",5160
"04601","03","1","01","1","1","56","08","4","1","3","069","0000787",5160
"04601","03","1","02","2","2","56","","","1","3","069","0000787",5160
"04601","03","1","03","3","2","23","","","1","3","069","0000787",5160
"04601","03","1","04","3","2","21","","","1","3","069","0000787",5160
"04601","03","1","05","3","1","19","","","1","3","069","0000787",5160
"04601","03","1","06","4","2","03","","","1","3","069","0000787",5160
"04602","04","1","02","3","2","39","","","1","3","069","0000787",5160
"04602","04","1","01","1","2","61","02","4","1","3","069","0000787",5160
